0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Indreni College,Bagmati,S&T,Bachelor BSc.CSIT,,23,69,92,,,,,,,,,,,,,
Innovative Sunshine College,Bagmati,HSS,Bachelor 4-YRS B.A.,,25,16,41,,,,,,,,,,,,,
Innovative Sunshine College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,31,19,50,,,,,,,,,,,,,
Institute Of Managememt  Studies,Bagmati,,Management Bachelor BBA,,96,116,212,,,,,,,,,,,,,
Institute Of Managememt  Studies,Bagmati,,Management Bachelor BIM,,25,91,116,,,,,,,,,,,,,
International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,107,29,136,,,,,,,,,,,,,
International College,Bagmati,,Management Bachelor BHM,,15,39,54,,,,,,,,,,,,,
International College,Bagmati,,Management Bachelor BIM,,16,11,27,,,,,,,,,,,,,
International College,Bagmati,Management Master,,MBS,23,8,31,,,,,,,,,,,,,
Itahari Namuna College,Koshi,HSS,Bachelor 4-YRS B.A.,,49,10,59,,,,,,,,,,,,,
Itahari Namuna College,Koshi,HSS,Bachelor BCA,,30,50,80,,,,,,,,,,,,,
Itahari Namuna College,Koshi,,Management Bachelor BHM,,46,53,99,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Janabikash College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,97,40,137,,,,,,,,,,,,,
Janahit Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,26,13,39,,,,,,,,,,,,,
Janaki Medical College,Madhesh,Medicine,Bachelor B.Sc. Nursing,,6,0,6,,,,,,,,,,,,,
Janaki Medical College,Madhesh,Medicine,Bachelor MBBS,,143,276,419,,,,,,,,,,,,,
Janakpur Engineering College,Madhesh,Engineering,Bachelor Civil,,17,108,125,,,,,,,,,,,,,
Janakpur Engineering College,Madhesh,Engineering,Bachelor Computer,,1,7,8,,,,,,,,,,,,,
Janamaitri Foundation Institute  Of Health Science,Bagmati,Medicine,Bachelor B.Sc. MTL,,7,12,19,,,,,,,,,,,,,
Janamaitri Foundation Institute  Of Health Science,Bagmati,Medicine,Bachelor B.Sc. Nursing,,29,0,29,,,,,,,,,,,,,
Janamaitri Foundation Institute  Of Health Science,Bagmati,Medicine,Bachelor Bpharma,,28,52,80,,,,,,,,,,,,,
Janapremi College,Bagmati,HSS,Bachelor 4-YRS B.A.,,32,13,45,,,,,,,,,,,,,
Janapremi College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,89,32,121,,,,,,,,,,,,,
jay mangala multiple campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,75,21,96,,,,,,,,,,,,,
Jaya Malika College,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,29,21,50,,,,,,,,,,,,,
Jaya Malika College,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,0,1,1,,,,,,,,,,,,,
Jaya Multiple Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,73,35,108,,,,,,,,,,,,,
Jaya Multiple Campus,Bagmati,HSS,Bachelor BCA,,20,45,65,,,,,,,,,,,,,
Jaya Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,213,132,345,,,,,,,,,,,,,
Jaya Multiple Campus,Bagmati,,Management Bachelor BBM,,17,7,24,,,,,,,,,,,,,
Jaya Multiple Campus,Bagmati,Management Master,,MBS,19,6,25,,,,,,,,,,,,,
Jeewandarshan Multiple  Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,5,2,7,,,,,,,,,,,,,
Jeewandarshan Multiple  Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,24,15,39,,,,,,,,,,,,,
Jhapa Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,95,32,127,,,,,,,,,,,,,
Jubilant College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,59,41,100,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,554,214,768,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,Education,Master,EPM,2,2,4,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,Education,Master,English Education,10,8,18,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,Education,Master,Health Education,5,9,14,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,HSS,Bachelor 4-YRS B.A.,,2,20,22,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,HSS,Master,Sociology,35,37,72,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,535,421,956,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,Management Master,,MBS,19,21,40,,,,,,,,,,,,,
Jwala Prasad Syo Wai Devi  Murarka Campus,Madhesh,S&T,Bachelor 4-YRS B.Sc,,43,80,123,,,,,,,,,,,,,
jyoti janata multiple,Koshi,Education,Bachelor 4-YRS B.ED.,,91,33,124,,,,,,,,,,,,,
jyoti janata multiple,Koshi,,Management Bachelor 4-YRS B.B.S.,,31,46,77,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
K & K International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,122,46,168,,,,,,,,,,,,,
K & K International College,Bagmati,HSS,Bachelor BCA,,17,62,79,,,,,,,,,,,,,
K & K International College,Bagmati,HSS,Master,Psychology,53,24,77,,,,,,,,,,,,,
K & K International College,Bagmati,HSS,Master,Rural Development,53,49,102,,,,,,,,,,,,,
K & K International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,96,92,188,,,,,,,,,,,,,
K & K International College,Bagmati,,Management Bachelor BBA,,162,137,299,,,,,,,,,,,,,
K & K International College,Bagmati,Management Master,,MBS,20,26,46,,,,,,,,,,,,,
Kamal Bazar multiple campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,89,55,144,,,,,,,,,,,,,
Kamala Adarsha Campus,Bagmati,HSS,Bachelor 4-YRS B.A.,,7,1,8,,,,,,,,,,,,,
Kamana International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,18,11,29,,,,,,,,,,,,,
Kamana International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,20,4,24,,,,,,,,,,,,,
Kankai Aadarsh Campus,Koshi,HSS,Bachelor 4-YRS B.A.,,171,50,221,,,,,,,,,,,,,
Kankai Aadarsh Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,282,195,477,,,,,,,,,,,,,
Kankai Aadarsh Campus,Koshi,Management Master,,MBS,187,119,306,,,,,,,,,,,,,
Kantibazar Rastriya Campus,Madhesh,Education,Bachelor 4-YRS B.ED.,,19,13,32,,,,,,,,,,,,,
Kantipur College Of Mgmt. &  Information Technology...,Bagmati,HSS,Bachelor BCA,,2,17,19,,,,,,,,,,,,,
Kantipur College Of Mgmt. &  Information Technology...,Bagmati,,Management Bachelor BBA,,152,123,275,,,,,,,,,,,,,
Kantipur College Of Mgmt. &  Information Technology...,Bagmati,,Management Bachelor BIM,,65,141,206,,,,,,,,,,,,,
Kantipur Engineering College,Bagmati,Engineering,Bachelor Civil,,87,282,369,,,,,,,,,,,,,
Kantipur Engineering College,Bagmati,Engineering,Bachelor Computer,,59,282,341,,,,,,,,,,,,,
Kantipur Engineering College,Bagmati,Engineering,"Bachelor Electronics,",,15,44,59,,,,,,,,,,,,,
Karnali Pradeshabidhi Multiple  Campus,Karnali,S&T,Bachelor 4-YRS B.Sc,,0,2,2,,,,,,,,,,,,,
Kasthamandap College,Bagmati,HSS,Bachelor BCA,,10,45,55,,,,,,,,,,,,,
Kasthamandap College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,108,108,216,,,,,,,,,,,,,
Kasthamandap College,Bagmati,Management Master,,MBS,5,3,8,,,,,,,,,,,,,
Kasturi College Of Management,Koshi,,Management Bachelor 4-YRS B.B.S.,,255,129,384,,,,,,,,,,,,,
Kasturi College Of Management,Koshi,Management Master,,MBS,34,15,49,,,,,,,,,,,,,
Kathford International College,Bagmati,Engineering,Bachelor Civil,,54,271,325,,,,,,,,,,,,,
Kathford International College,Bagmati,Engineering,Bachelor Computer,,28,114,142,,,,,,,,,,,,,
Kathford International College,Bagmati,Engineering,"Bachelor Electronics,",,13,58,71,,,,,,,,,,,,,
Kathford International College,Bagmati,HSS,Bachelor BCA,,15,62,77,,,,,,,,,,,,,
Kathford International College,Bagmati,,Management Bachelor BBA,,124,145,269,,,,,,,,,,,,,
Kathford International College,Bagmati,,Management Bachelor BBM,,64,25,89,,,,,,,,,,,,,
Kathford International College,Bagmati,S&T,Bachelor BSc.CSIT,,65,123,188,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,HSS,Bachelor 4-YRS B.A.,,32,11,43,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,HSS,Bachelor BCA,,10,30,40,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,64,50,114,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,,Management Bachelor BBM,,35,17,52,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,Management Master,,MBS,21,15,36,,,,,,,,,,,,,
Kathmandu Bernhardt College,Bagmati,S&T,Bachelor BSc.CSIT,,61,171,232,,,,,,,,,,,,,
Kathmandu Business Campus,Bagmati,HSS,Bachelor BCA,,32,55,87,,,,,,,,,,,,,
Kathmandu Business Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,29,46,75,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Kathmandu College of Central  State,Bagmati,HSS,Bachelor 4-YRS B.A.,,61,29,90,,,,,,,,,,,,,
Kathmandu College of Central  State,Bagmati,HSS,Bachelor BCA,,32,50,82,,,,,,,,,,,,,
Kathmandu College of Central  State,Bagmati,,Management Bachelor 4-YRS B.B.S.,,86,99,185,,,,,,,,,,,,,
Kathmandu College of Central  State,Bagmati,Management Master,,MBS,26,24,50,,,,,,,,,,,,,
Kathmandu College Of Science  & Technology,Bagmati,S&T,Bachelor 4-YRS B.Sc,,45,20,65,,,,,,,,,,,,,
Kathmandu College Of Science  & Technology,Bagmati,S&T,Bachelor BSc.CSIT,,1,16,17,,,,,,,,,,,,,
Kathmandu College Of Science  & Technology,Bagmati,S&T,Master,Microbiology,20,8,28,,,,,,,,,,,,,
Kathmandu Engineering College,Bagmati,Engineering,Bachelor Civil,,54,315,369,,,,,,,,,,,,,
Kathmandu Engineering College,Bagmati,Engineering,Bachelor Computer,,90,273,363,,,,,,,,,,,,,
Kathmandu Engineering College,Bagmati,Engineering,Bachelor Electrical,,4,48,52,,,,,,,,,,,,,
Kathmandu Engineering College,Bagmati,Engineering,"Bachelor Electronics,",,29,72,101,,,,,,,,,,,,,
Kathmandu Forestry College,Bagmati,Forestry,Bachelor Forestry,,70,42,112,,,,,,,,,,,,,
Kathmandu Forestry College,Bagmati,Forestry,Master,Natural Resource  Mgmt. & Rural  Development,17,10,27,,,,,,,,,,,,,
Kathmandu Merryland College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,105,94,199,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,HSS,Bachelor 4-YRS B.A.,,22,4,26,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,HSS,Bachelor BCA,,30,40,70,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,HSS,Master,English,25,3,28,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,43,26,69,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,,Management Bachelor BBA,,164,137,301,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,,Management Bachelor BBM,,62,39,101,,,,,,,,,,,,,
Kathmandu Model College,Bagmati,Management Master,,MBS,19,24,43,,,,,,,,,,,,,
Kathmandu Utkrista Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,65,63,128,,,,,,,,,,,,,
Kaushiki Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,128,15,143,,,,,,,,,,,,,
Kaustav College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,28,12,40,,,,,,,,,,,,,
Khadam Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,53,15,68,,,,,,,,,,,,,
Khajura Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,88,36,124,,,,,,,,,,,,,
Khapardev Campus,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,19,12,31,,,,,,,,,,,,,
Khwopa College Of Engineering,Bagmati,Engineering,Bachelor Civil,,83,295,378,,,,,,,,,,,,,
Khwopa College Of Engineering,Bagmati,Engineering,Bachelor Computer,,36,153,189,,,,,,,,,,,,,
Khwopa College Of Engineering,Bagmati,Engineering,Bachelor Electrical,,32,136,168,,,,,,,,,,,,,
Kist College Of Management,Bagmati,,Management Bachelor 4-YRS B.B.S.,,94,40,134,,,,,,,,,,,,,
Kist College Of Management,Bagmati,,Management Bachelor BBA,,190,109,299,,,,,,,,,,,,,
Kist College Of Management,Bagmati,,Management Bachelor BIM,,56,140,196,,,,,,,,,,,,,
Kist College Of Management,Bagmati,Management Master,,MBS,15,15,30,,,,,,,,,,,,,
Kist Medical College,Bagmati,Medicine,Bachelor BDS,,124,31,155,,,,,,,,,,,,,
Kist Medical College,Bagmati,Medicine,Bachelor MBBS,,189,364,553,,,,,,,,,,,,,
Kohalpur Model College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,561,278,839,,,,,,,,,,,,,
Kohalpur Model College,Lumbini,,Management Bachelor BIM,,41,31,72,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Kohalpur Model College,Lumbini,Management Master,,MBS,20,24,44,,,,,,,,,,,,,
Kolma,Gandaki,Education,Bachelor 4-YRS B.ED.,,39,7,46,,,,,,,,,,,,,
Koshi Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,76,25,101,,,,,,,,,,,,,
Koshi Campus,Koshi,Education,Master,EPM,14,6,20,,,,,,,,,,,,,
Koshi Campus,Koshi,Education,Master,English Education,12,14,26,,,,,,,,,,,,,
Koshi Campus,Koshi,Education,Master,Nepali Education,3,4,7,,,,,,,,,,,,,
Koshi Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,63,66,129,,,,,,,,,,,,,
Koshi Campus,Koshi,Management Master,,MBS,8,3,11,,,,,,,,,,,,,
Koshi Saint James College,Koshi,HSS,Bachelor BCA,,12,27,39,,,,,,,,,,,,,
Koshi Saint James College,Koshi,,Management Bachelor 4-YRS B.B.S.,,146,86,232,,,,,,,,,,,,,
Kotdewal Janaadarsh Campus,Karnali,Education,Bachelor 4-YRS B.ED.,,44,21,65,,,,,,,,,,,,,
Kshetrapal Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,26,6,32,,,,,,,,,,,,,
Kshitiz Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,39,40,79,,,,,,,,,,,,,
Kumari Multiple Campus,Bagmati,HSS,Bachelor BCA,,5,2,7,,,,,,,,,,,,,
Kumari Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,104,80,184,,,,,,,,,,,,,
Kumari Multiple Campus,Bagmati,,Management Bachelor BBM,,34,19,53,,,,,,,,,,,,,
Kumari Multiple Campus,Bagmati,Management Master,,MBS,4,1,5,,,,,,,,,,,,,
Kutumba College Of Mgmt &  Hum. Dhumbarahi,Bagmati,HSS,Bachelor 4-YRS B.A.,,48,25,73,,,,,,,,,,,,,
Kutumba College Of Mgmt &  Hum. Dhumbarahi,Bagmati,,Management Bachelor 4-YRS B.B.S.,,44,33,77,,,,,,,,,,,,,
Lahan International Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,77,31,108,,,,,,,,,,,,,
Lahan International Campus,Madhesh,Management Master,,MBS,5,12,17,,,,,,,,,,,,,
Lake City College & Research  Centre,Gandaki,HSS,Bachelor 4-YRS B.A.,,54,21,75,,,,,,,,,,,,,
Lake City College & Research  Centre,Gandaki,,Management Bachelor 4-YRS B.B.S.,,55,41,96,,,,,,,,,,,,,
Lalitpur Engineering College,Bagmati,Engineering,Bachelor Civil,,25,149,174,,,,,,,,,,,,,
Lalitpur Engineering College,Bagmati,Engineering,Bachelor Computer,,22,82,104,,,,,,,,,,,,,
Lalitpur Engineering College,Bagmati,HSS,Bachelor BCA,,7,57,64,,,,,,,,,,,,,
Liberty College,Koshi,,Management Bachelor 4-YRS B.B.S.,,59,42,101,,,,,,,,,,,,,
Life Internation College,Koshi,,Management Bachelor 4-YRS B.B.S.,,39,24,63,,,,,,,,,,,,,
Lincoln College,Bagmati,Education,Bachelor 4-YRS B.ED.,,16,1,17,,,,,,,,,,,,,
Lincoln College,Bagmati,HSS,Bachelor 4-YRS B.A.,,60,20,80,,,,,,,,,,,,,
Lincoln College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,114,83,197,,,,,,,,,,,,,
Lincoln College,Bagmati,,Management Bachelor BBM,,4,0,4,,,,,,,,,,,,,
Lincoln College,Bagmati,Management Master,,MBS,20,26,46,,,,,,,,,,,,,
Lord Buddha College,Koshi,,Management Bachelor 4-YRS B.B.S.,,39,50,89,,,,,,,,,,,,,
Lord Buddha College,Koshi,Management Master,,MBS,2,1,3,,,,,,,,,,,,,
Lumbini Vision College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,58,37,95,,,,,,,,,,,,,
Lumbini Vocational College,Gandaki,HSS,Bachelor BCA,,20,37,57,,,,,,,,,,,,,
Lumbini Vocational College,Gandaki,,Management Bachelor BHM,,20,68,88,,,,,,,,,,,,,
Lumbini Vocational College,Gandaki,,Management Bachelor BIM,,24,38,62,,,,,,,,,,,,,
Lumbini Vocational College,Gandaki,S&T,Bachelor BSc.CSIT,,50,196,246,,,,,,,,,,,,,
M.B. Kedia Dental College,Madhesh,Medicine,Bachelor BDS,,38,10,48,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Madhyapashchim Multiple  Campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,148,45,193,,,,,,,,,,,,,
Madhyapashchim Multiple  Campus,Lumbini,HSS,Master,English,14,12,26,,,,,,,,,,,,,
Madhyapashchim Multiple  Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,130,62,192,,,,,,,,,,,,,
Madhyavarti Multiple Campus,Gandaki,,Management Bachelor 4-YRS B.B.S.,,33,14,47,,,,,,,,,,,,,
Mahakavi Vidypati Campus,Madhesh,,Management Bachelor 4-YRS B.B.S.,,142,124,266,,,,,,,,,,,,,
Maharshi Valmiki Campus,Madhesh,HSS,Bachelor 4-YRS B.A.,,2,2,4,,,,,,,,,,,,,
Malpi International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,26,42,68,,,,,,,,,,,,,
Manahari Multiple Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,45,26,71,,,,,,,,,,,,,
Manakamana College,Koshi,Education,Bachelor 4-YRS B.ED.,,174,39,213,,,,,,,,,,,,,
Manakamana College,Koshi,HSS,Bachelor 4-YRS B.A.,,113,49,162,,,,,,,,,,,,,
Manakamana College,Koshi,,Management Bachelor 4-YRS B.B.S.,,161,94,255,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,Education,Bachelor 4-YRS B.ED.,,93,12,105,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,HSS,Bachelor 4-YRS B.A.,,74,40,114,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,156,87,243,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,Management Master,,MBS,10,10,20,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,Medicine,Bachelor B.Sc. Nursing,,165,0,165,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,Medicine,Bachelor BPH,,54,107,161,,,,,,,,,,,,,
Manamohan Memorial College,Bagmati,Medicine,Bachelor Bpharma,,44,86,130,,,,,,,,,,,,,
Manimukunda Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,97,46,143,,,,,,,,,,,,,
Manmohan Memorial Institure Of  Health Science,Bagmati,Medicine,Bachelor B.Sc. MTL,,25,51,76,,,,,,,,,,,,,
marchwar adarha campus,Lumbini,Education,Bachelor 4-YRS B.ED.,,125,96,221,,,,,,,,,,,,,
Mark International College,Lumbini,,Management Bachelor 4-YRS B.B.S.,,512,176,688,,,,,,,,,,,,,
Mark International College,Lumbini,Management Master,,MBS,33,32,65,,,,,,,,,,,,,
Mega National College  Kumaripati,Bagmati,HSS,Bachelor BCA,,22,62,84,,,,,,,,,,,,,
Mega National College  Kumaripati,Bagmati,,Management Bachelor 4-YRS B.B.S.,,202,191,393,,,,,,,,,,,,,
Mega National College  Kumaripati,Bagmati,,Management Bachelor BBM,,117,62,179,,,,,,,,,,,,,
Mega National College  Kumaripati,Bagmati,Management Master,,MBS,60,24,84,,,,,,,,,,,,,
Merryland College,Koshi,,Management Bachelor 4-YRS B.B.S.,,292,170,462,,,,,,,,,,,,,
Milestone Int’L College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,51,32,83,,,,,,,,,,,,,
Millennium Campus,Bagmati,Education,Bachelor 4-YRS B.ED.,,96,23,119,,,,,,,,,,,,,
Millennium Campus,Bagmati,,Management Bachelor 4-YRS B.B.S.,,39,9,48,,,,,,,,,,,,,
Millennium Model College,Bagmati,HSS,Bachelor 4-YRS B.A.,,101,60,161,,,,,,,,,,,,,
Millennium Model College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,70,47,117,,,,,,,,,,,,,
Millennium Multiple Campus,Lumbini,,Management Bachelor 4-YRS B.B.S.,,5,0,5,,,,,,,,,,,,,
Milton International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,14,9,23,,,,,,,,,,,,,
Milton International College,Bagmati,HSS,Bachelor BCA,,20,60,80,,,,,,,,,,,,,
Milton International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,32,16,48,,,,,,,,,,,,,
Milton International College,Bagmati,,Management Bachelor BBM,,4,11,15,,,,,,,,,,,,,
Mission College Rajbiraj,Madhesh,,Management Bachelor 4-YRS B.B.S.,,12,11,23,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0,1,2,3,4,5,6,7,,,,,,,,,,,,,
Campus Name,Province,Faculty,Level,Programname,Female,Male,Total,,,,,,,,,,,,,
Mithila College,Madhesh,,Management Bachelor 4-YRS B.B.S.,,116,28,144,,,,,,,,,,,,,
Model Campus,Koshi,Education,Bachelor 4-YRS B.ED.,,221,45,266,,,,,,,,,,,,,
Model Campus,Koshi,HSS,Bachelor 4-YRS B.A.,,43,12,55,,,,,,,,,,,,,
Model Campus,Koshi,HSS,Bachelor BCA,,52,94,146,,,,,,,,,,,,,
Model Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,226,119,345,,,,,,,,,,,,,
Model Multiple College,Madhesh,,Management Bachelor 4-YRS B.B.S.,,417,209,626,,,,,,,,,,,,,
Model Multiple College,Madhesh,Management Master,,MBS,34,48,82,,,,,,,,,,,,,
Model Multiple College,Madhesh,S&T,Bachelor 4-YRS B.Sc,,43,12,55,,,,,,,,,,,,,
Modern Campus,Koshi,HSS,Bachelor 4-YRS B.A.,,23,15,38,,,,,,,,,,,,,
Modern Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,41,26,67,,,,,,,,,,,,,
Modern Kanya Multiple College,Bagmati,HSS,Bachelor 4-YRS B.A.,,27,0,27,,,,,,,,,,,,,
Modern Kanya Multiple College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,52,0,52,,,,,,,,,,,,,
Modern Nepal College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,78,75,153,,,,,,,,,,,,,
Modern Nepal College,Bagmati,,Management Bachelor BBA,,169,129,298,,,,,,,,,,,,,
Modern Nepal College,Bagmati,Management Master,,MBS,16,11,27,,,,,,,,,,,,,
Morgan International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,29,10,39,,,,,,,,,,,,,
Morgan International College,Bagmati,HSS,Bachelor BCA,,15,37,52,,,,,,,,,,,,,
Morgan International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,84,43,127,,,,,,,,,,,,,
Morgan International College,Bagmati,,Management Bachelor BIM,,19,28,47,,,,,,,,,,,,,
Morng Model Campus,Koshi,,Management Bachelor 4-YRS B.B.S.,,121,92,213,,,,,,,,,,,,,
Mount Annapurna Campus,Gandaki,S&T,Bachelor BSc.CSIT,,48,116,164,,,,,,,,,,,,,
Mount Central Region College,Gandaki,,Management Bachelor 4-YRS B.B.S.,,105,47,152,,,,,,,,,,,,,
Mount Multiple Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,85,54,139,,,,,,,,,,,,,
Mountain Multiple Campus,Sudurpaschim  HSS,,Bachelor 4-YRS B.A.,,100,93,193,,,,,,,,,,,,,
Mountain Multiple Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,141,186,327,,,,,,,,,,,,,
Muktimarga Campus,Gandaki,Education,Bachelor 4-YRS B.ED.,,25,5,30,,,,,,,,,,,,,
Nagarjuna College Of  Information Technology,Bagmati,HSS,Bachelor BCA,,20,60,80,,,,,,,,,,,,,
Nagarjuna College Of  Information Technology,Bagmati,,Management Bachelor BBM,,34,35,69,,,,,,,,,,,,,
Nagarjuna College Of  Information Technology,Bagmati,,Management Bachelor BIM,,60,147,207,,,,,,,,,,,,,
Nagarjuna College Of  Information Technology,Bagmati,S&T,Bachelor BSc.CSIT,,29,158,187,,,,,,,,,,,,,
Nalagad Multiple campus,Karnali,Education,Bachelor 4-YRS B.ED.,,193,197,390,,,,,,,,,,,,,
Namuna Kalika Multiple Campus,Sudurpaschim  Education,,Bachelor 4-YRS B.ED.,,25,5,30,,,,,,,,,,,,,
Namuna Kalika Multiple Campus,,Sudurpaschim  Management Bachelor 4-YRS B.B.S.,,,5,0,5,,,,,,,,,,,,,
Narad adarsha campus,Koshi,Education,Bachelor 4-YRS B.ED.,,115,33,148,,,,,,,,,,,,,
Nasa International College,Bagmati,HSS,Bachelor 4-YRS B.A.,,13,10,23,,,,,,,,,,,,,
Nasa International College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,58,18,76,,,,,,,,,,,,,
National Academy (Campus),Madhesh,,Management Bachelor 4-YRS B.B.S.,,112,76,188,,,,,,,,,,,,,
National College,Bagmati,HSS,Bachelor BCA,,17,45,62,,,,,,,,,,,,,
National College,Bagmati,,Management Bachelor 4-YRS B.B.S.,,27,27,54,,,,,,,,,,,,,
National College,Bagmati,,Management Bachelor BBM,,51,32,83,,,,,,,,,,,,,
National College,Bagmati,Management Master,,MBS,8,13,21,,,,,,,,,,,,,
National College,Bagmati,S&T,Bachelor 4-YRS B.Sc,,18,8,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
